date_key ;sale_date
745;31/3/2020
746;15/4/2022
747;10/1/2020
748;5/10/2024
749;26/10/2024
750;23/4/2023
751;15/8/2022
752;13/5/2021
753;5/5/2020
754;3/10/2020
755;17/2/2024
756;30/6/2022
757;7/10/2024
758;7/9/2023
759;21/5/2020
760;21/9/2024
761;27/11/2020
762;5/6/2020
763;25/11/2020
764;26/12/2021
765;18/3/2021
766;20/8/2023
767;3/4/2024
768;15/4/2023
769;5/5/2024
770;29/1/2023
771;22/6/2020
772;18/8/2021
773;21/4/2023
774;11/10/2021
775;17/1/2022
776;7/12/2021
777;18/2/2024
778;20/12/2020
779;31/3/2021
780;19/3/2021
781;3/9/2021
782;5/12/2020
783;17/1/2023
784;7/2/2024
785;25/2/2021
786;21/4/2022
787;26/12/2020
788;29/7/2020
789;7/8/2022
790;27/4/2024
791;25/10/2022
792;20/9/2021
793;3/7/2023
794;27/3/2024
795;4/10/2023
796;28/2/2023
797;5/9/2021
798;22/6/2020
799;18/12/2020
800;8/12/2020
801;28/11/2020
802;8/7/2023
803;5/1/2023
804;11/4/2024
805;31/8/2022
806;13/4/2021
807;18/4/2022
808;30/10/2020
809;21/5/2024
810;28/7/2023
811;23/11/2022
812;20/11/2023
813;24/11/2023
814;28/2/2022
815;29/1/2022
816;2/10/2021
817;9/1/2023
818;6/2/2023
819;9/3/2020
820;27/12/2021
821;16/1/2024
822;10/10/2024
823;17/5/2022
824;11/4/2020
825;14/1/2023
826;13/8/2024
827;3/2/2023
828;29/2/2020
829;25/8/2020
830;18/6/2023
831;19/9/2020
832;11/1/2023
833;25/10/2021
834;9/3/2022
835;23/3/2022
836;10/7/2021
837;30/11/2023
838;23/10/2021
839;6/11/2024
840;14/6/2021
841;2/11/2022
842;16/5/2024
843;31/7/2023
844;21/1/2022
845;13/11/2020
846;24/3/2022
847;28/6/2024
848;11/2/2021
849;19/12/2022
850;23/5/2021
851;23/9/2022
852;21/4/2021
853;27/8/2020
854;31/10/2021
855;17/9/2021
856;6/2/2023
857;23/3/2021
858;3/10/2020
859;26/10/2021
860;6/2/2022
861;22/5/2024
862;18/11/2020
863;26/11/2020
864;17/10/2021
865;15/2/2024
866;26/11/2020
867;11/5/2024
868;12/7/2023
869;29/2/2024
870;10/4/2021
871;10/3/2021
872;12/1/2023
873;9/10/2024
874;16/9/2024
875;2/6/2022
876;24/1/2020
877;12/9/2020
878;29/6/2024
879;14/10/2020
880;21/1/2021
881;9/10/2023
882;22/7/2023
883;29/11/2020
884;23/7/2024
885;26/7/2022
886;10/7/2024
887;13/10/2020
888;8/4/2022
889;11/8/2023
890;18/6/2023
891;19/11/2023
892;2/2/2024
893;7/4/2022
894;20/12/2023
895;27/1/2022
896;1/8/2023
897;12/3/2020
898;5/6/2023
899;7/4/2024
900;8/12/2023
901;5/9/2023
902;12/6/2024
903;4/9/2024
904;20/6/2023
905;11/3/2024
906;11/12/2022
907;15/1/2020
908;12/8/2020
909;28/7/2021
910;8/11/2023
911;12/5/2024
912;8/10/2021
913;1/4/2021
914;24/4/2024
915;8/2/2023
916;24/1/2022
917;14/4/2022
918;1/11/2023
919;20/7/2022
920;24/8/2021
921;16/4/2022
922;13/4/2020
923;4/3/2021
924;27/1/2024
925;13/5/2021
926;5/7/2021
927;20/10/2023
928;25/10/2022
929;28/9/2020
930;29/7/2021
931;22/3/2020
932;23/4/2021
933;11/4/2023
934;17/11/2021
935;28/1/2020
936;2/4/2023
937;12/4/2022
938;27/6/2021
939;9/2/2024
940;12/7/2024
941;16/10/2022
942;10/8/2021
943;27/3/2022
944;8/5/2021
945;29/12/2022
946;1/11/2023
947;25/7/2023
948;9/9/2020
949;6/5/2023
950;6/8/2024
951;6/3/2022
952;4/10/2023
953;31/7/2024
954;4/5/2021
955;31/10/2021
956;3/4/2023
957;27/12/2023
958;11/3/2022
959;6/10/2021
960;11/1/2023
961;6/4/2020
962;26/6/2024
963;30/6/2021
964;23/6/2020
965;30/7/2020
966;28/2/2020
967;27/7/2024
968;18/10/2024
969;1/2/2023
970;21/3/2020
971;4/4/2023
972;21/9/2023
973;30/5/2021
974;28/8/2021
975;10/1/2021
976;31/3/2023
977;3/12/2020
978;30/12/2021
979;27/11/2023
980;11/11/2020
981;14/5/2024
982;28/3/2022
983;22/8/2020
984;4/4/2021
985;8/3/2020
986;31/7/2023
987;31/5/2023
988;14/4/2024
989;22/8/2023
990;30/6/2024
991;28/6/2024
992;11/9/2024
993;16/12/2020
994;12/12/2022
995;11/1/2020
996;7/2/2021
997;2/6/2021
998;18/2/2023
999;11/3/2024
1000;3/10/2022
1001;22/10/2020
1002;7/1/2020
1003;14/9/2020
1004;21/5/2021
1005;12/7/2023
1006;30/12/2023
1007;10/11/2020
1008;20/5/2022
1009;14/2/2023
1010;5/3/2024
1011;25/3/2022
1012;1/4/2021
1013;22/11/2021
1014;13/7/2022
1015;5/2/2024
1016;28/5/2022
1017;2/2/2023
1018;24/7/2024
1019;25/1/2022
1020;10/2/2020
1021;3/10/2022
1022;3/7/2020
1023;6/11/2021
1024;24/2/2023
1025;16/4/2021
1026;7/4/2021
1027;3/11/2024
1028;16/3/2023
1029;6/11/2020
1030;2/5/2020
1031;4/11/2024
1032;28/7/2023
1033;1/8/2020
1034;7/6/2022
1035;26/2/2022
1036;2/7/2020
1037;9/6/2023
1038;1/2/2024
1039;8/5/2020
1040;2/7/2023
1041;22/8/2024
1042;3/4/2023
1043;19/10/2023
1044;26/5/2020
1045;31/10/2024
1046;24/8/2023
1047;10/9/2022
1048;18/6/2023
1049;15/1/2023
1050;11/8/2022
1051;6/12/2023
1052;18/9/2020
1053;14/9/2020
1054;18/3/2021
1055;27/9/2022
1056;24/9/2020
1057;18/2/2022
1058;2/8/2021
1059;21/2/2024
1060;12/10/2021
1061;30/9/2023
1062;17/4/2022
1063;21/9/2022
1064;2/6/2021
1065;17/1/2021
1066;13/9/2022
1067;28/1/2024
1068;26/10/2023
1069;1/5/2024
1070;22/3/2020
1071;4/4/2023
1072;14/11/2022
1073;30/10/2023
1074;13/3/2024
1075;18/6/2022
1076;25/12/2023
1077;1/5/2024
1078;18/10/2023
1079;23/4/2023
1080;19/4/2021
1081;4/9/2023
1082;16/2/2021
1083;6/6/2023
1084;4/7/2022
1085;18/6/2020
1086;24/9/2024
1087;7/2/2024
1088;6/9/2024
1089;10/8/2023
1090;11/6/2022
1091;19/4/2020
1092;21/9/2024
1093;17/10/2021
1094;19/7/2020
1095;26/6/2020
1096;25/11/2020
1097;1/7/2023
1098;1/3/2023
1099;25/4/2020
1100;14/1/2023
1101;24/5/2020
1102;18/7/2024
1103;14/5/2020
1104;14/11/2020
1105;5/10/2023
1106;10/6/2021
1107;23/8/2020
1108;30/7/2023
1109;22/8/2020
1110;9/8/2024
1111;13/10/2020
1112;28/9/2024
1113;7/8/2020
1114;25/7/2024
1115;23/11/2022
1116;29/11/2021
1117;21/1/2024
1118;30/4/2024
1119;9/3/2023
1120;30/9/2022
1121;5/7/2021
1122;3/10/2024
1123;22/9/2021
1124;31/5/2021
1125;29/7/2021
1126;27/4/2024
1127;20/12/2020
1128;30/4/2021
1129;26/5/2021
1130;22/1/2021
1131;31/8/2020
1132;27/5/2023
1133;29/7/2020
1134;15/5/2021
1135;9/4/2024
1136;3/8/2021
1137;8/8/2024
1138;9/4/2020
1139;13/1/2022
1140;31/1/2022
1141;20/2/2020
1142;25/11/2023
1143;25/2/2023
1144;2/10/2020
1145;6/1/2023
1146;19/11/2023
1147;11/3/2021
1148;20/8/2022
1149;14/3/2023
1150;13/3/2023
1151;3/7/2024
1152;18/3/2021
1153;10/8/2021
1154;10/4/2020
1155;17/11/2021
1156;8/6/2024
1157;20/10/2020
1158;2/10/2022
1159;22/3/2020
1160;8/4/2023
1161;23/12/2020
1162;19/3/2023
1163;4/2/2020
1164;4/11/2024
1165;7/9/2020
1166;7/3/2023
1167;9/9/2022
1168;4/3/2020
1169;23/3/2023
1170;23/7/2023
1171;13/7/2024
1172;27/9/2021
1173;15/2/2022
1174;30/8/2024
1175;21/3/2024
1176;1/1/2021
1177;14/2/2020
1178;2/1/2024
1179;13/11/2022
1180;12/10/2023
1181;30/9/2020
1182;14/4/2024
1183;1/7/2024
1184;18/4/2020
1185;6/7/2023
1186;18/12/2022
1187;9/5/2022
1188;28/10/2020
1189;10/10/2022
1190;30/3/2022
1191;1/11/2024
1192;12/8/2023
1193;26/12/2023
1194;11/2/2023
1195;3/5/2021
1196;12/10/2021
1197;2/10/2021
1198;23/11/2021
1199;1/1/2021
1200;25/7/2021
1201;21/10/2022
1202;7/7/2021
1203;21/8/2021
1204;3/4/2022
1205;15/9/2022
1206;18/10/2021
1207;29/6/2024
1208;12/3/2022
1209;1/12/2021
1210;8/1/2021
1211;22/4/2024
1212;12/1/2022
1213;26/7/2022
1214;10/12/2020
1215;11/7/2023
1216;15/6/2023
1217;30/4/2022
1218;11/3/2020
1219;3/7/2021
1220;9/12/2020
1221;12/2/2024
1222;16/6/2023
1223;19/7/2022
1224;25/12/2023
1225;24/9/2023
1226;17/12/2020
1227;13/7/2022
1228;8/1/2024
1229;13/3/2024
1230;22/3/2024
1231;26/9/2021
1232;15/10/2024
1233;30/10/2023
1234;21/10/2024
1235;10/11/2021
1236;11/10/2020
1237;9/9/2024
1238;8/4/2020
1239;16/4/2022
1240;4/3/2023
1241;19/5/2024
1242;16/12/2021
1243;26/3/2024
1244;29/4/2023
1245;1/1/2023
1246;30/1/2021
1247;8/3/2023
1248;13/8/2020
1249;13/4/2020
1250;13/11/2023
1251;8/3/2021
1252;18/9/2024
1253;9/11/2024
1254;3/9/2022
1255;28/9/2024
1256;5/10/2020
1257;12/9/2020
1258;13/8/2024
1259;13/2/2024
1260;28/9/2020
1261;18/3/2021
1262;16/5/2022
1263;10/7/2022
1264;20/5/2020
1265;3/3/2024
1266;8/8/2023
1267;24/2/2024
1268;17/2/2023
1269;14/8/2020
1270;8/2/2021
1271;30/6/2023
1272;2/9/2021
1273;30/11/2021
1274;28/2/2021
1275;19/1/2022
1276;14/1/2021
1277;29/3/2020
1278;10/4/2022
1279;1/2/2020
1280;11/2/2020
1281;16/6/2020
1282;17/5/2022
1283;25/1/2021
1284;10/1/2020
1285;24/6/2023
1286;2/9/2022
1287;27/2/2024
1288;4/9/2020
1289;8/11/2020
1290;4/9/2024
1291;24/4/2022
1292;17/6/2023
1293;9/9/2021
1294;10/4/2024
1295;22/8/2023
1296;26/9/2024
1297;24/10/2020
1298;26/6/2022
1299;23/10/2022
1300;7/1/2022
1301;19/5/2021
1302;18/7/2020
1303;19/10/2021
1304;5/2/2022
1305;2/5/2020
1306;31/5/2022
1307;6/8/2024
1308;4/3/2021
1309;12/9/2024
1310;26/2/2022
1311;18/2/2023
1312;25/7/2023
1313;6/4/2022
1314;6/3/2023
1315;14/5/2020
1316;27/5/2021
1317;18/10/2023
1318;27/10/2020
1319;3/3/2023
1320;23/11/2022
1321;20/2/2022
1322;4/10/2023
1323;2/6/2024
1324;31/3/2022
1325;25/2/2020
1326;23/8/2020
1327;1/1/2023
1328;7/3/2023
1329;27/7/2023
1330;8/7/2020
1331;13/11/2021
1332;24/1/2024
1333;30/6/2022
1334;1/8/2020
1335;26/8/2020
1336;29/7/2022
1337;28/3/2024
1338;2/6/2022
1339;23/2/2023
1340;8/4/2020
1341;30/3/2021
1342;25/10/2020
1343;19/6/2023
1344;1/11/2022
1345;26/7/2022
1346;21/6/2020
1347;2/1/2020
1348;2/5/2024
1349;20/8/2020
1350;27/8/2020
1351;27/7/2024
1352;9/1/2024
1353;9/7/2022
1354;20/5/2023
1355;11/8/2020
1356;28/11/2022
1357;30/9/2022
1358;6/8/2021
1359;15/1/2024
1360;10/11/2021
1361;20/3/2022
1362;12/6/2024
1363;30/9/2022
1364;19/7/2021
1365;23/5/2022
1366;6/10/2020
1367;29/5/2024
1368;17/1/2023
1369;18/10/2022
1370;12/2/2021
1371;10/6/2023
1372;23/9/2021
1373;24/6/2023
1374;28/8/2020
1375;6/11/2023
1376;1/12/2021
1377;16/2/2021
1378;11/4/2020
1379;17/6/2024
1380;21/6/2020
1381;5/6/2023
1382;18/11/2023
1383;12/3/2023
1384;9/8/2022
1385;6/5/2022
1386;19/4/2020
1387;4/10/2024
1388;27/3/2023
1389;12/5/2020
1390;19/6/2024
1391;2/2/2024
1392;26/6/2022
1393;26/9/2021
1394;8/3/2023
1395;12/4/2020
1396;28/11/2023
1397;18/9/2023
1398;15/8/2021
1399;30/8/2021
1400;30/8/2024
1401;30/8/2024
1402;2/6/2022
1403;12/9/2020
1404;30/1/2023
1405;26/6/2020
1406;29/11/2020
1407;3/7/2024
1408;14/10/2024
1409;12/12/2022
1410;26/5/2020
1411;4/12/2021
1412;5/5/2021
1413;18/3/2021
1414;30/5/2023
1415;3/2/2023
1416;9/2/2021
1417;20/5/2024
1418;3/3/2024
1419;28/8/2021
1420;11/8/2020
1421;29/5/2021
1422;26/11/2022
1423;9/4/2022
1424;8/9/2020
1425;14/1/2020
1426;13/2/2023
1427;16/11/2021
1428;20/8/2024
1429;5/8/2023
1430;26/4/2022
1431;9/7/2021
1432;3/1/2022
1433;30/7/2023
1434;1/12/2023
1435;26/7/2022
1436;8/8/2021
1437;3/12/2021
1438;21/7/2021
1439;13/5/2023
1440;22/8/2023
1441;23/8/2020
1442;17/1/2021
1443;17/5/2024
1444;7/4/2024
1445;8/9/2021
1446;6/8/2022
1447;31/8/2021
1448;15/6/2022
1449;29/11/2020
1450;22/11/2021
1451;27/7/2023
1452;30/6/2020
1453;20/4/2024
1454;27/10/2021
1455;7/3/2024
1456;18/7/2023
1457;19/12/2020
1458;12/7/2022
1459;22/3/2022
1460;31/1/2022
1461;29/6/2024
1462;13/10/2023
1463;18/1/2020
1464;9/8/2022
1465;14/8/2022
1466;9/11/2020
1467;30/7/2024
1468;19/12/2020
1469;15/7/2023
1470;22/8/2020
1471;5/7/2021
1472;13/5/2024
1473;9/2/2022
1474;14/6/2024
1475;29/11/2021
1476;8/9/2022
1477;15/1/2021
1478;27/7/2022
1479;15/8/2020
1480;5/11/2020
1481;13/11/2021
1482;16/1/2021
1483;29/3/2020
1484;18/3/2024
1485;11/9/2020
1486;10/7/2022
1487;14/9/2020
1488;23/2/2021
1489;22/6/2023
1490;25/11/2022
1491;1/12/2020
1492;25/1/2023
1493;26/8/2023
1494;2/4/2020
1495;12/2/2021
1496;18/12/2020
1497;18/3/2022
